via08790D2,3.0859375,3.0859375,279,276,1859,1856
via08790D1,2.69921875,2.69921875,378,276,1760,1658
via08790D0,3.083984375,3.083984375,279,276,1858,1855
via08821D2,2.69921875,2.69921875,280,408,1662,1790
via08821D1,2.95703125,2.95703125,312,276,1826,1790
via08821D0,2.955078125,2.955078125,312,276,1825,1789
via08837D2,2.95703125,2.95703125,312,276,1826,1790
via08837D1,2.6640625,2.6640625,387,450,1751,1814
via08837D0,2.955078125,2.955078125,312,276,1825,1789
via08887D2,3.0859375,3.0859375,279,276,1859,1856
via08887D1,3.0859375,3.0859375,181,276,1761,1856
via08887D0,3.083984375,3.083984375,279,276,1858,1855
via09076D2,2.828125,2.828125,345,276,1793,1724
via09076D1,2.44140625,2.44140625,541,606,1791,1856
via09076D0,3.083984375,3.083984375,279,276,1858,1855
via09366D2,2.69921875,2.69921875,280,342,1662,1724
via09366D1,3.0859375,3.0859375,279,276,1859,1856
via09366D0,3.083984375,3.083984375,279,276,1858,1855
via09399D2,3.0859375,3.0859375,84,276,1664,1856
via09399D1,2.95703125,2.95703125,214,276,1728,1790
via09399D0,3.083984375,3.083984375,182,276,1761,1855
via09408D2,2.95703125,2.95703125,214,276,1728,1790
via09408D1,2.5703125,2.5703125,313,540,1629,1856
via09408D0,3.083984375,3.083984375,182,276,1761,1855
via09576D2,2.69921875,2.69921875,280,408,1662,1790
via09576D1,3.0859375,3.0859375,376,276,1956,1856
via09576D0,3.083984375,3.083984375,279,276,1858,1855
via09664D2,3.0859375,3.0859375,279,276,1859,1856
via09664D1,3.0859375,3.0859375,84,276,1664,1856
via09664D0,3.083984375,3.083984375,279,276,1858,1855
via09786D2,3.0859375,3.0859375,376,276,1956,1856
via09786D1,2.95703125,2.95703125,312,276,1826,1790
via09786D0,3.083984375,3.083984375,279,276,1858,1855
via00091D2,2.828125,2.828125,442,408,1890,1856
via00091D1,2.6640625,2.6640625,387,351,1751,1715
via00091D0,2.826171875,2.826171875,345,408,1792,1855
via00118D2,2.828125,2.828125,345,342,1793,1790
via00118D1,2.69921875,2.69921875,378,276,1760,1658
via00118D0,2.955078125,2.955078125,312,276,1825,1789
via00214D2,2.828125,2.828125,247,342,1695,1790
via00214D1,2.69921875,2.69921875,378,342,1760,1724
via00214D0,2.826171875,2.826171875,345,342,1792,1789
via00260D2,2.44140625,2.44140625,346,276,1596,1526
via00260D1,2.828125,2.828125,345,408,1793,1856
via00260D0,3.083984375,3.083984375,279,276,1858,1855
via00387D2,2.69921875,2.69921875,280,408,1662,1790
via00387D1,2.95703125,2.95703125,214,276,1728,1790
via00387D0,2.955078125,2.955078125,215,276,1728,1789
via00457D2,2.6640625,2.6640625,387,384,1751,1748
via00457D1,2.95703125,2.95703125,312,342,1826,1856
via00457D0,2.955078125,2.955078125,312,342,1825,1855
via00471D2,2.95703125,2.95703125,214,342,1728,1856
via00471D1,2.95703125,2.95703125,312,276,1826,1790
via00471D0,3.083984375,3.083984375,279,276,1858,1855
via00545D2,2.828125,2.828125,345,276,1793,1724
via00545D1,3.0859375,3.0859375,279,276,1859,1856
via00545D0,3.083984375,3.083984375,279,276,1858,1855
via00703D2,2.828125,2.828125,247,408,1695,1856
via00703D1,2.95703125,2.95703125,214,276,1728,1790
via00703D0,3.083984375,3.083984375,182,276,1761,1855
via00717D2,2.828125,2.828125,345,342,1793,1790
via00717D1,3.0859375,3.0859375,181,276,1761,1856
via00717D0,3.083984375,3.083984375,279,276,1858,1855
via00754D2,2.95703125,2.95703125,214,276,1728,1790
via00754D1,2.6640625,2.6640625,387,549,1751,1913
via00754D0,3.083984375,3.083984375,279,276,1858,1855
via00778D2,3.0859375,3.0859375,181,276,1761,1856
via00778D1,2.828125,2.828125,247,408,1695,1856
via00778D0,3.083984375,3.083984375,182,276,1761,1855
via00816D2,2.828125,2.828125,345,408,1793,1856
via00816D1,2.828125,2.828125,247,276,1695,1724
via00816D0,3.083984375,3.083984375,279,276,1858,1855
via00955D2,2.6640625,2.6640625,387,219,1751,1583
via00955D1,2.69921875,2.69921875,280,276,1662,1658
via00955D0,2.697265625,2.697265625,378,276,1759,1657
via01068D2,3.0859375,3.0859375,279,276,1859,1856
via01068D1,2.6640625,2.6640625,387,450,1751,1814
via01068D0,3.083984375,3.083984375,279,276,1858,1855
via01200D2,2.95703125,2.95703125,117,342,1631,1856
via01200D1,2.828125,2.828125,247,276,1695,1724
via01200D0,3.083984375,3.083984375,182,276,1761,1855
via01211D2,3.0859375,3.0859375,181,276,1761,1856
via01211D1,2.6640625,2.6640625,387,252,1751,1616
via01211D0,3.083984375,3.083984375,279,276,1858,1855
via01276D2,2.828125,2.828125,247,408,1695,1856
via01276D1,2.3125,2.3125,282,606,1466,1790
via01276D0,2.826171875,2.826171875,248,408,1695,1855
via01278D2,2.828125,2.828125,150,408,1598,1856
via01278D1,3.0859375,3.0859375,279,276,1859,1856
via01278D0,3.083984375,3.083984375,279,276,1858,1855
via01313D2,2.283203125,2.283203125,387,647,1556,1816
via01313D1,2.95703125,2.95703125,312,342,1826,1856
via01313D0,2.955078125,2.955078125,312,342,1825,1855
via01344D2,2.828125,2.828125,345,276,1793,1724
via01344D1,3.0859375,3.0859375,181,276,1761,1856
via01344D0,3.083984375,3.083984375,279,276,1858,1855
via01374D2,3.0859375,3.0859375,279,276,1859,1856
via01374D1,2.95703125,2.95703125,214,276,1728,1790
via01374D0,3.083984375,3.083984375,279,276,1858,1855
via01403D2,2.6640625,2.6640625,387,351,1751,1715
via01403D1,3.0859375,3.0859375,181,276,1761,1856
via01403D0,3.083984375,3.083984375,279,276,1858,1855
via01405D2,2.69921875,2.69921875,378,342,1760,1724
via01405D1,4,4,0,0,2048,2048
via01405D0,3.083984375,3.083984375,279,276,1858,1855
via01659D2,2.69921875,2.69921875,280,276,1662,1658
via01659D1,3.0859375,3.0859375,279,276,1859,1856
via01659D0,3.083984375,3.083984375,279,276,1858,1855
via01691D2,3.0859375,3.0859375,279,276,1859,1856
via01691D1,3.0859375,3.0859375,279,276,1859,1856
via01691D0,3.083984375,3.083984375,279,276,1858,1855
via01697D2,2.828125,2.828125,345,408,1793,1856
via01697D1,2.828125,2.828125,247,276,1695,1724
via01697D0,3.083984375,3.083984375,279,276,1858,1855
via01698D2,2.95703125,2.95703125,214,342,1728,1856
via01698D1,2.828125,2.828125,150,342,1598,1790
via01698D0,2.955078125,2.955078125,215,342,1728,1855
via01799D2,3.0859375,3.0859375,279,276,1859,1856
via01799D1,2.5703125,2.5703125,313,408,1629,1724
via01799D0,3.083984375,3.083984375,279,276,1858,1855
via01832D2,2.828125,2.828125,345,342,1793,1790
via01832D1,3.0859375,3.0859375,279,276,1859,1856
via01832D0,3.083984375,3.083984375,279,276,1858,1855
via01942D2,2.828125,2.828125,247,276,1695,1724
via01942D1,2.95703125,2.95703125,214,276,1728,1790
via01942D0,2.955078125,2.955078125,215,276,1728,1789
via02094D2,2.95703125,2.95703125,117,342,1631,1856
via02094D1,2.69921875,2.69921875,85,408,1467,1790
via02094D0,2.955078125,2.955078125,117,342,1630,1855
via02123D2,2.6640625,2.6640625,387,384,1751,1748
via02123D1,3.0859375,3.0859375,279,276,1859,1856
via02123D0,3.083984375,3.083984375,279,276,1858,1855
via02241D2,2.6640625,2.6640625,387,516,1751,1880
via02241D1,2.828125,2.828125,345,342,1793,1790
via02241D0,2.955078125,2.955078125,312,342,1825,1855
via02264D2,2.95703125,2.95703125,312,342,1826,1856
via02264D1,2.95703125,2.95703125,214,276,1728,1790
via02264D0,3.083984375,3.083984375,279,276,1858,1855
via02342D2,3.0859375,3.0859375,279,276,1859,1856
via02342D1,2.69921875,2.69921875,378,474,1760,1856
via02342D0,3.083984375,3.083984375,279,276,1858,1855
via02441D2,2.95703125,2.95703125,312,342,1826,1856
via02441D1,2.95703125,2.95703125,312,276,1826,1790
via02441D0,3.083984375,3.083984375,279,276,1858,1855
via02547D2,2.69921875,2.69921875,280,276,1662,1658
via02547D1,2.95703125,2.95703125,214,276,1728,1790
via02547D0,2.955078125,2.955078125,215,276,1728,1789
via02576D2,3.0859375,3.0859375,279,276,1859,1856
via02576D1,2.828125,2.828125,247,408,1695,1856
via02576D0,3.083984375,3.083984375,279,276,1858,1855
via02577D2,2.69921875,2.69921875,378,408,1760,1790
via02577D1,2.95703125,2.95703125,312,342,1826,1856
via02577D0,2.955078125,2.955078125,312,342,1825,1855
via02582D2,2.828125,2.828125,247,408,1695,1856
via02582D1,3.0859375,3.0859375,181,276,1761,1856
via02582D0,3.083984375,3.083984375,182,276,1761,1855
via02595D2,2.69921875,2.69921875,378,408,1760,1790
via02595D1,2.95703125,2.95703125,312,342,1826,1856
via02595D0,2.955078125,2.955078125,312,342,1825,1855
via02644D2,2.69921875,2.69921875,378,408,1760,1790
via02644D1,2.95703125,2.95703125,214,276,1728,1790
via02644D0,2.955078125,2.955078125,312,276,1825,1789
via02659D2,2.44140625,2.44140625,151,606,1401,1856
via02659D1,2.69921875,2.69921875,378,276,1760,1658
via02659D0,3.083984375,3.083984375,279,276,1858,1855
via02663D2,2.6640625,2.6640625,387,351,1751,1715
via02663D1,2.95703125,2.95703125,214,342,1728,1856
via02663D0,2.955078125,2.955078125,312,342,1825,1855
via02664D2,2.95703125,2.95703125,19,276,1533,1790
via02664D1,2.95703125,2.95703125,117,276,1631,1790
via02664D0,2.955078125,2.955078125,117,276,1630,1789
via02772D2,2.95703125,2.95703125,312,276,1826,1790
via02772D1,2.95703125,2.95703125,312,276,1826,1790
via02772D0,2.955078125,2.955078125,312,276,1825,1789
via02824D2,2.6640625,2.6640625,387,516,1751,1880
via02824D1,2.95703125,2.95703125,214,276,1728,1790
via02824D0,3.083984375,3.083984375,279,276,1858,1855
via02831D2,2.44140625,2.44140625,346,540,1596,1790
via02831D1,2.828125,2.828125,150,342,1598,1790
via02831D0,2.826171875,2.826171875,248,342,1695,1789
via02841D2,3.0859375,3.0859375,279,276,1859,1856
via02841D1,2.69921875,2.69921875,183,408,1565,1790
via02841D0,3.083984375,3.083984375,279,276,1858,1855
via03048D2,2.828125,2.828125,247,276,1695,1724
via03048D1,3.0859375,3.0859375,181,276,1761,1856
via03048D0,3.083984375,3.083984375,182,276,1761,1855
via03088D2,2.6640625,2.6640625,387,351,1751,1715
via03088D1,3.0859375,3.0859375,279,276,1859,1856
via03088D0,3.083984375,3.083984375,279,276,1858,1855
via03205D2,2.44140625,2.44140625,346,474,1596,1724
via03205D1,3.0859375,3.0859375,84,276,1664,1856
via03205D0,3.083984375,3.083984375,182,276,1761,1855
via03270D2,2.95703125,2.95703125,214,342,1728,1856
via03270D1,3.0859375,3.0859375,279,276,1859,1856
via03270D0,3.083984375,3.083984375,279,276,1858,1855
via03386D2,2.828125,2.828125,345,408,1793,1856
via03386D1,3.0859375,3.0859375,279,276,1859,1856
via03386D0,3.083984375,3.083984375,279,276,1858,1855
via03419D2,2.283203125,2.283203125,387,449,1556,1618
via03419D1,2.3125,2.3125,379,276,1563,1460
via03419D0,2.568359375,2.568359375,314,276,1629,1591
via03426D2,2.95703125,2.95703125,312,276,1826,1790
via03426D1,2.69921875,2.69921875,378,342,1760,1724
via03426D0,2.955078125,2.955078125,312,276,1825,1789
via03485D2,3.0859375,3.0859375,279,276,1859,1856
via03485D1,2.828125,2.828125,345,276,1793,1724
via03485D0,3.083984375,3.083984375,279,276,1858,1855
via03539D2,2.5703125,2.5703125,313,540,1629,1856
via03539D1,2.69921875,2.69921875,378,276,1760,1658
via03539D0,3.083984375,3.083984375,279,276,1858,1855
via03660D2,3.0859375,3.0859375,181,276,1761,1856
via03660D1,3.0859375,3.0859375,181,276,1761,1856
via03660D0,3.083984375,3.083984375,182,276,1761,1855
via03785D2,2.69921875,2.69921875,280,408,1662,1790
via03785D1,2.95703125,2.95703125,214,342,1728,1856
via03785D0,2.955078125,2.955078125,215,342,1728,1855
via03824D2,3.0859375,3.0859375,181,276,1761,1856
via03824D1,3.0859375,3.0859375,279,276,1859,1856
via03824D0,3.083984375,3.083984375,279,276,1858,1855
via03828D2,2.6640625,2.6640625,387,384,1751,1748
via03828D1,3.0859375,3.0859375,181,276,1761,1856
via03828D0,3.083984375,3.083984375,279,276,1858,1855
via03888D2,2.5703125,2.5703125,313,342,1629,1658
via03888D1,2.69921875,2.69921875,378,474,1760,1856
via03888D0,2.955078125,2.955078125,312,342,1825,1855
via03919D2,3.0859375,3.0859375,279,276,1859,1856
via03919D1,2.95703125,2.95703125,312,276,1826,1790
via03919D0,3.083984375,3.083984375,279,276,1858,1855
via03946D2,2.69921875,2.69921875,378,342,1760,1724
via03946D1,2.5703125,2.5703125,313,276,1629,1592
via03946D0,2.826171875,2.826171875,345,276,1792,1723
via04146D2,2.828125,2.828125,345,342,1793,1790
via04146D1,2.69921875,2.69921875,280,276,1662,1658
via04146D0,2.955078125,2.955078125,312,276,1825,1789
via04176D2,2.95703125,2.95703125,312,276,1826,1790
via04176D1,2.95703125,2.95703125,214,276,1728,1790
via04176D0,2.955078125,2.955078125,312,276,1825,1789
via04249D2,2.95703125,2.95703125,214,342,1728,1856
via04249D1,2.69921875,2.69921875,378,408,1760,1790
via04249D0,2.955078125,2.955078125,312,342,1825,1855
via04414D2,2.69921875,2.69921875,378,474,1760,1856
via04414D1,2.69921875,2.69921875,280,276,1662,1658
via04414D0,3.083984375,3.083984375,279,276,1858,1855
via04478D2,2.828125,2.828125,345,408,1793,1856
via04478D1,2.69921875,2.69921875,280,474,1662,1856
via04478D0,2.826171875,2.826171875,345,408,1792,1855
via04518D2,2.828125,2.828125,247,342,1695,1790
via04518D1,3.0859375,3.0859375,279,276,1859,1856
via04518D0,3.083984375,3.083984375,279,276,1858,1855
via04632D2,2.3125,2.3125,379,606,1563,1790
via04632D1,2.6640625,2.6640625,387,318,1751,1682
via04632D0,2.826171875,2.826171875,345,342,1792,1789
via04658D2,2.95703125,2.95703125,312,276,1826,1790
via04658D1,3.0859375,3.0859375,181,276,1761,1856
via04658D0,3.083984375,3.083984375,279,276,1858,1855
via04696D2,2.828125,2.828125,345,408,1793,1856
via04696D1,2.69921875,2.69921875,378,276,1760,1658
via04696D0,3.083984375,3.083984375,279,276,1858,1855
via04974D2,2.6640625,2.6640625,387,252,1751,1616
via04974D1,2.828125,2.828125,247,408,1695,1856
via04974D0,3.083984375,3.083984375,279,276,1858,1855
via04994D2,2.95703125,2.95703125,312,276,1826,1790
via04994D1,2.95703125,2.95703125,214,276,1728,1790
via04994D0,2.955078125,2.955078125,312,276,1825,1789
via05138D2,3.0859375,3.0859375,279,276,1859,1856
via05138D1,3.0859375,3.0859375,181,276,1761,1856
via05138D0,3.083984375,3.083984375,279,276,1858,1855
via05282D2,2.95703125,2.95703125,312,342,1826,1856
via05282D1,2.69921875,2.69921875,475,276,1857,1658
via05282D0,3.083984375,3.083984375,279,276,1858,1855
via05298D2,2.69921875,2.69921875,378,276,1760,1658
via05298D1,2.828125,2.828125,247,408,1695,1856
via05298D0,3.083984375,3.083984375,279,276,1858,1855
via05339D2,2.6640625,2.6640625,387,417,1751,1781
via05339D1,2.95703125,2.95703125,312,276,1826,1790
via05339D0,2.955078125,2.955078125,312,276,1825,1789
via05472D2,2.95703125,2.95703125,312,342,1826,1856
via05472D1,2.95703125,2.95703125,214,276,1728,1790
via05472D0,3.083984375,3.083984375,279,276,1858,1855
via05474D2,2.44140625,2.44140625,346,540,1596,1790
via05474D1,3.0859375,3.0859375,181,276,1761,1856
via05474D0,3.083984375,3.083984375,182,276,1761,1855
via05672D2,2.69921875,2.69921875,378,408,1760,1790
via05672D1,2.95703125,2.95703125,312,276,1826,1790
